total_doc_num=2265 doc_type=2 qry_type=2 
VOM19981223.0700.0712 0.000e-000 VOM19981223.0700.0712
VOM19981223.0700.0846 0.000e-000 VOM19981223.0700.0846
VOM19981224.0700.0204 0.000e-000 VOM19981224.0700.0204
VOM19981224.0700.0234 0.000e-000 VOM19981224.0700.0234
VOM19981224.0900.0122 0.000e-000 VOM19981224.0900.0122
VOM19981224.0900.0427 0.000e-000 VOM19981224.0900.0427
VOM19981224.0900.1686 0.000e-000 VOM19981224.0900.1686
VOM19981224.0900.1990 0.000e-000 VOM19981224.0900.1990
VOM19981224.0900.3340 0.000e-000 VOM19981224.0900.3340
VOM19981226.0700.1426 0.000e-000 VOM19981226.0700.1426
VOM19981227.0700.0129 0.000e-000 VOM19981227.0700.0129
VOM19981227.0700.0165 0.000e-000 VOM19981227.0700.0165
VOM19981227.0700.0736 0.000e-000 VOM19981227.0700.0736
VOM19981227.0900.0162 0.000e-000 VOM19981227.0900.0162
VOM19981227.0900.0742 0.000e-000 VOM19981227.0900.0742
VOM19981227.0900.1670 0.000e-000 VOM19981227.0900.1670
VOM19981227.0900.1704 0.000e-000 VOM19981227.0900.1704
VOM19981227.0900.3325 0.000e-000 VOM19981227.0900.3325
VOM19981228.0700.0795 0.000e-000 VOM19981228.0700.0795
VOM19981228.0900.0892 0.000e-000 VOM19981228.0900.0892
VOM19981229.0700.0244 0.000e-000 VOM19981229.0700.0244
VOM19981229.0900.0321 0.000e-000 VOM19981229.0900.0321
VOM19981229.0900.0820 0.000e-000 VOM19981229.0900.0820
VOM19981229.0900.0962 0.000e-000 VOM19981229.0900.0962
VOM19981229.0900.1027 0.000e-000 VOM19981229.0900.1027
VOM19981229.0900.1061 0.000e-000 VOM19981229.0900.1061
VOM19981229.0900.2202 0.000e-000 VOM19981229.0900.2202
VOM19981230.0700.0397 0.000e-000 VOM19981230.0700.0397

Query  17 30024.query  23
SyllableNo=5 SyllableCanNo=5 Avg=1.00
VOM19981107.0700.0063 0.000e-000 VOM19981107.0700.0063
VOM19981107.0900.0065 0.000e-000 VOM19981107.0900.0065
VOM19981107.0900.1820 0.000e-000 VOM19981107.0900.1820
VOM19981107.0900.2115 0.000e-000 VOM19981107.0900.2115
VOM19981107.0900.3293 0.000e-000 VOM19981107.0900.3293
VOM19981108.0700.0272 0.000e-000 VOM19981108.0700.0272
VOM19981108.0700.0382 0.000e-000 VOM19981108.0700.0382
VOM19981108.0700.0471 0.000e-000 VOM19981108.0700.0471
VOM19981108.0700.0737 0.000e-000 VOM19981108.0700.0737
VOM19981108.0900.0266 0.000e-000 VOM19981108.0900.0266
VOM19981108.0900.0364 0.000e-000 VOM19981108.0900.0364
VOM19981108.0900.0719 0.000e-000 VOM19981108.0900.0719
VOM19981108.0900.3405 0.000e-000 VOM19981108.0900.3405
VOM19981109.0900.3423 0.000e-000 VOM19981109.0900.3423
VOM19981111.0700.3014 0.000e-000 VOM19981111.0700.3014
VOM19981114.0900.1232 0.000e-000 VOM19981114.0900.1232
VOM19981116.0700.3003 0.000e-000 VOM19981116.0700.3003
VOM19981118.0900.3432 0.000e-000 VOM19981118.0900.3432
VOM19981119.0700.0364 0.000e-000 VOM19981119.0700.0364
VOM19981120.0700.3003 0.000e-000 VOM19981120.0700.3003
VOM19981221.0700.2998 0.000e-000 VOM19981221.0700.2998
VOM19981224.0700.1476 0.000e-000 VOM19981224.0700.1476
VOM19981226.0700.1927 0.000e-000 VOM19981226.0700.1927

Query  18 30025.query   5
SyllableNo=5 SyllableCanNo=5 Avg=1.00
VOM19981004.0800.0101 0.000e-000 VOM19981004.0800.0101
VOM19981005.0800.0184 0.000e-000 VOM19981005.0800.0184
VOM19981005.1000.3348 0.000e-000 VOM19981005.1000.3348
VOM19981006.0800.0550 0.000e-000 VOM19981006.0800.0550
VOM19981010.0800.0921 0.000e-000 VOM19981010.0800.0921

Query  19 30026.query   3
SyllableNo=5 SyllableCanNo=5 Avg=1.00
VOM19981123.0700.0578 0.000e-000 VOM19981123.0700.0578
VOM19981123.0900.3427 0.000e-000 VOM19981123.0900.3427
VOM19981125.0700.0400 0.000e-000 VOM19981125.0700.0400

Query  20 30027.query  48
SyllableNo=5 SyllableCanNo=5 Avg=1.00
VOM19981002.0800.0299 0.000e-000 VOM19981002.0800.0299
VOM19981002.1000.0240 0.000e-000 VOM19981002.1000.0240
VOM19981002.1000.2252 0.000e-000 VOM19981002.1000.2252
VOM19981002.1000.3332 0.000e-000 VOM19981002.1000.3332
VOM19981003.0800.1372 0.000e-000 VOM19981003.0800.1372
VOM19981004.0800.2407 0.000e-000 VOM19981004.0800.2407
VOM19981005.0800.0650 0.000e-000 VOM19981005.0800.0650
VOM19981005.0800.0753 0.000e-000 VOM19981005.0800.0753
VOM19981006.1000.1992 0.000e-000 VOM19981006.1000.1992
VOM19981007.0800.0150 0.000e-000 VOM19981007.0800.0150
VOM19981007.0800.1099 0.000e-000 VOM19981007.0800.1099
VOM19981007.0800.1660 0.000e-000 VOM19981007.0800.1660
VOM19981007.1000.0154 0.000e-000 VOM19981007.1000.0154
VOM19981007.1000.3345 0.000e-000 VOM19981007.1000.3345
VOM19981008.0800.0623 0.000e-000 VOM19981008.0800.0623
VOM19981009.1000.3441 0.000e-000 VOM19981009.1000.3441
VOM19981031.0700.0113 0.000e-000 VOM19981031.0700.0113
VOM19981031.0700.0197 0.000e-000 VOM19981031.0700.0197
VOM19981031.0700.0266 0.000e-000 VOM19981031.0700.0266
VOM19981031.0700.0702 0.000e-000 VOM19981031.0700.0702
VOM19981031.0700.2513 0.000e-000 VOM19981031.0700.2513
VOM19981031.0900.0162 0.000e-000 VOM19981031.0900.0162
VOM19981031.0900.1901 0.000e-000 VOM19981031.0900.1901
VOM19981031.0900.2263 0.000e-000 VOM19981031.0900.2263
VOM19981031.0900.3354 0.000e-000 VOM19981031.0900.3354
VOM19981101.0700.2060 0.000e-000 VOM19981101.0700.2060
VOM19981102.0900.0324 0.000e-000 VOM19981102.0900.0324
VOM19981103.0700.1176 0.000e-000 VOM19981103.0700.1176
VOM19981106.0700.0525 0.000e-000 VOM19981106.0700.0525
VOM19981109.0700.2290 0.000e-000 VOM19981109.0700.2290
VOM19981109.0900.3388 0.000e-000 VOM19981109.0900.3388
VOM19981112.0700.2024 0.000e-000 VOM19981112.0700.2024
VOM19981114.0700.2044 0.000e-000 VOM19981114.0700.2044
VOM19981116.0700.0461 0.000e-000 VOM19981116.0700.0461
VOM19981120.0900.0438 0.000e-000 VOM19981120.0900.0438
VOM19981121.0700.2107 0.000e-000 VOM19981121.0700.2107
VOM19981121.0900.1643 0.000e-000 VOM19981121.0900.1643
VOM19981122.0900.0129 0.000e-000 VOM19981122.0900.0129
VOM19981125.0900.0374 0.000e-000 VOM19981125.0900.0374
VOM19981125.0900.1181 0.000e-000 VOM19981125.0900.1181
VOM19981130.0700.0473 0.000e-000 VOM19981130.0700.0473
VOM19981201.0700.0509 0.000e-000 VOM19981201.0700.0509
VOM19981202.0700.0273 0.000e-000 VOM19981202.0700.0273
VOM19981203.0900.3478 0.000e-000 VOM19981203.0900.3478
VOM19981212.0700.0806 0.000e-000 VOM19981212.0700.0806
VOM19981230.0700.1226 0.000e-000 VOM19981230.0700.1226
VOM19981231.0700.0513 0.000e-000 VOM19981231.0700.0513
VOM19981231.0700.1196 0.000e-000 VOM19981231.0700.1196

Query  21 30028.query  15
SyllableNo=5 SyllableCanNo=5 Avg=1.00
VOM19981002.0800.0564 0.000e-000 VOM19981002.0800.0564
VOM19981004.0800.0070 0.000e-000 VOM19981004.0800.0070
VOM19981005.0800.0390 0.000e-000 VOM19981005.0800.0390
VOM19981005.1000.3465 0.000e-000 VOM19981005.1000.3465
VOM19981006.0800.0481 0.000e-000 VOM19981006.0800.0481
VOM19981006.1000.0263 0.000e-000 VOM19981006.1000.0263
VOM19981007.1000.0380 0.000e-000 VOM19981007.1000.0380
VOM19981008.0800.0592 0.000e-000 VOM19981008.0800.0592
VOM19981009.0800.0147 0.000e-000 VOM19981009.0800.0147
VOM19981009.1000.1942 0.000e-000 VOM19981009.1000.1942
VOM19981010.0800.0268 0.000e-000 VOM19981010.0800.0268
VOM19981012.0800.0375 0.000e-000 VOM19981012.0800.0375
VOM19981012.1000.0249 0.000e-000 VOM19981012.1000.0249
VOM19981013.0800.0392 0.000e-000 VOM19981013.0800.0392
VOM19981229.0700.0405 0.000e-000 VOM19981229.0700.0405

Query  22 30031.query  25
SyllableNo=5 SyllableCanNo=5 Avg=1.00
VOM19981120.0700.1363 0.000e-000 VOM19981120.0700.1363
VOM19981121.0700.0292 0.000e-000 VOM19981121.0700.0292
VOM19981203.0700.0179 0.000e-000 VOM19981203.0700.0179
VOM19981203.0900.0135 0.000e-000 VOM19981203.0900.0135
VOM19981203.0900.1562 0.000e-000 VOM19981203.0900.1562
VOM19981203.0900.3293 0.000e-000 VOM19981203.0900.3293
VOM19981204.0700.0112 0.000e-000 VOM19981204.0700.0112
VOM19981204.0700.1448 0.000e-000 VOM19981204.0700.1448
VOM19981204.0900.0128 0.000e-000 VOM19981204.0900.0128
VOM19981204.0900.1864 0.000e-000 VOM19981204.0900.1864
VOM19981204.0900.3292 0.000e-000 VOM19981204.0900.3292
VOM19981208.0700.0367 0.000e-000 VOM19981208.0700.0367
VOM19981208.0700.2209 0.000e-000 VOM19981208.0700.2209
VOM19981208.0900.2113 0.000e-000 VOM19981208.0900.2113
VOM19981211.0700.0598 0.000e-000 VOM19981211.0700.0598
VOM19981211.0700.2155 0.000e-000 VOM19981211.0700.2155
VOM19981212.0700.0254 0.000e-000 VOM19981212.0700.0254
VOM19981213.0700.0199 0.000e-000 VOM19981213.0700.0199
VOM19981213.0900.3468 0.000e-000 VOM19981213.0900.3468
VOM19981214.0700.0546 0.000e-000 VOM19981214.0700.0546
VOM19981214.0700.1928 0.000e-000 VOM19981214.0700.1928
VOM19981215.0700.1845 0.000e-000 VOM19981215.0700.1845
VOM19981216.0700.0329 0.000e-000 VOM19981216.0700.0329
VOM19981216.0700.0771 0.000e-000 VOM19981216.0700.0771
VOM19981216.0900.0234 0.000e-000 VOM19981216.0900.0234

Query  23 30032.query   7
SyllableNo=5 SyllableCanNo=5 Avg=1.00
VOM19981031.0700.1668 0.000e-000 VOM19981031.0700.1668
VOM19981101.0700.0396 0.000e-000 VOM19981101.0700.0396
VOM19981101.0900.0379 0.000e-000 VOM19981101.0900.0379
VOM19981103.0900.2712 0.000e-000 VOM19981103.0900.2712
VOM19981105.0900.1509 0.000e-000 VOM19981105.0900.1509
VOM19981115.0900.1365 0.000e-000 VOM19981115.0900.1365
VOM19981211.0900.1148 0.000e-000 VOM19981211.0900.1148

Query  24 30033.query  14
SyllableNo=5 SyllableCanNo=5 Avg=1.00
VOM19981103.0700.2544 0.000e-000 VOM19981103.0700.2544
VOM19981123.0700.1866 0.000e-000 VOM19981123.0700.1866
VOM19981130.0700.0277 0.000e-000 VOM19981130.0700.0277
VOM19981130.0900.0218 0.000e-000 VOM19981130.0900.0218
VOM19981203.0900.0325 0.000e-000 VOM19981203.0900.0325
VOM19981203.0900.1813 0.000e-000 VOM19981203.0900.1813
VOM19981211.0700.0349 0.000e-000 VOM19981211.0700.0349
VOM19981226.0700.2455 0.000e-000 VOM19981226.0700.2455
VOM19981231.0700.0101 0.000e-000 VOM19981231.0700.0101
VOM19981231.0700.0674 0.000e-000 VOM19981231.0700.0674
VOM19981231.0700.1664 0.000e-000 VOM19981231.0700.1664
VOM19981231.0900.0110 0.000e-000 VOM19981231.0900.0110
VOM19981231.0900.0322 0.000e-000 VOM19981231.0900.0322
VOM19981231.0900.1895 0.000e-000 VOM19981231.0900.1895

Query  25 30035.query  32
SyllableNo=5 SyllableCanNo=5 Avg=1.00
VOM19981001.1000.1137 0.000e-000 VOM19981001.1000.1137
VOM19981001.1000.2646 0.000e-000 VOM19981001.1000.2646
VOM19981002.0800.0122 0.000e-000 VOM19981002.0800.0122
VOM19981002.0800.0696 0.000e-000 VOM19981002.0800.0696
VOM19981002.1000.0131 0.000e-000 VOM19981002.1000.0131
VOM19981002.1000.1275 0.000e-000 VOM19981002.1000.1275
VOM19981002.1000.1966 0.000e-000 VOM19981002.1000.1966
VOM19981002.1000.3374 0.000e-000 VOM19981002.1000.3374
VOM19981004.0800.1387 0.000e-000 VOM19981004.0800.1387
VOM19981006.1000.1054 0.000e-000 VOM19981006.1000.1054
VOM19981007.1000.1986 0.000e-000 VOM19981007.1000.1986
VOM19981009.1000.0661 0.000e-000 VOM19981009.1000.0661
VOM19981009.1000.0875 0.000e-000 VOM19981009.1000.0875
VOM19981009.1000.3156 0.000e-000 VOM19981009.1000.3156
VOM19981012.1000.0441 0.000e-000 VOM19981012.1000.0441
VOM19981012.1000.0635 0.000e-000 VOM19981012.1000.0635
VOM19981012.1000.0884 0.000e-000 VOM19981012.1000.0884
VOM19981013.0800.0765 0.000e-000 VOM19981013.0800.0765
VOM19981013.1000.0424 0.000e-000 VOM19981013.1000.0424
VOM19981013.1000.0771 0.000e-000 VOM19981013.1000.0771
VOM19981013.1000.0992 0.000e-000 VOM19981013.1000.0992
VOM19981013.1000.1801 0.000e-000 VOM19981013.1000.1801
VOM19981013.1000.3340 0.000e-000 VOM19981013.1000.3340
VOM19981101.0700.2373 0.000e-000 VOM19981101.0700.2373
VOM19981102.0900.1986 0.000e-000 VOM19981102.0900.1986
VOM19981102.0900.2429 0.000e-000 VOM19981102.0900.2429
VOM19981102.0900.2708 0.000e-000 VOM19981102.0900.2708
VOM19981104.0700.1758 0.000e-000 VOM19981104.0700.1758
VOM19981122.0900.2354 0.000e-000 VOM19981122.0900.2354
VOM19981228.0700.1023 0.000e-000 VOM19981228.0700.1023
VOM19981228.0900.1242 0.000e-000 VOM19981228.0900.1242
VOM19981229.0700.2056 0.000e-000 VOM19981229.0700.2056

Query  26 30036.query   6
SyllableNo=5 SyllableCanNo=5 Avg=1.00
VOM19981012.0800.0644 0.000e-000 VOM19981012.0800.0644
VOM19981012.1000.3487 0.000e-000 VOM19981012.1000.3487
VOM19981013.0800.0187 0.000e-000 VOM19981013.0800.0187
VOM19981013.1000.0168 0.000e-000 VOM19981013.1000.0168
VOM19981013.1000.0223 0.000e-000 VOM19981013.1000.0223
VOM19981013.1000.3511 0.000e-000 VOM19981013.1000.3511

Query  27 30038.query   3
SyllableNo=5 SyllableCanNo=5 Avg=1.00
VOM19981213.0900.0224 0.000e-000 VOM19981213.0900.0224
VOM19981224.0700.0512 0.000e-000 VOM19981224.0700.0512
VOM19981230.0700.0641 0.000e-000 VOM19981230.0700.0641

Query  28 30039.query   6
SyllableNo=5 SyllableCanNo=5 Avg=1.00
VOM19981130.0900.0250 0.000e-000 VOM19981130.0900.0250
VOM19981202.0700.0423 0.000e-000 VOM19981202.0700.0423
VOM19981203.0700.0649 0.000e-000 VOM19981203.0700.0649
VOM19981203.0900.1731 0.000e-000 VOM19981203.0900.1731
VOM19981204.0700.0283 0.000e-000 VOM19981204.0700.0283
VOM19981204.0900.0292 0.000e-000 VOM19981204.0900.0292

Query  29 30040.query   7
SyllableNo=5 SyllableCanNo=5 Avg=1.00
VOM19981124.0700.0120 0.000e-000 VOM19981124.0700.0120
VOM19981124.0700.1411 0.000e-000 VOM19981124.0700.1411
VOM19981124.0900.0110 0.000e-000 VOM19981124.0900.0110
VOM19981124.0900.1787 0.000e-000 VOM19981124.0900.1787
VOM19981124.0900.3295 0.000e-000 VOM19981124.0900.3295
VOM19981125.0700.0296 0.000e-000 VOM19981125.0700.0296
VOM19981125.0900.0288 0.000e-000 VOM19981125.0900.0288

Query  30 30041.query  50
SyllableNo=5 SyllableCanNo=5 Avg=1.00
VOM19981011.0800.0811 0.000e-000 VOM19981011.0800.0811
VOM19981013.1000.0248 0.000e-000 VOM19981013.1000.0248
VOM19981013.1000.1337 0.000e-000 VOM19981013.1000.1337
VOM19981013.1000.1840 0.000e-000 VOM19981013.1000.1840
VOM19981102.0900.0425 0.000e-000 VOM19981102.0900.0425
VOM19981104.0900.0423 0.000e-000 VOM19981104.0900.0423
VOM19981105.0900.0660 0.000e-000 VOM19981105.0900.0660
VOM19981106.0700.1782 0.000e-000 VOM19981106.0700.1782
VOM19981106.0900.0420 0.000e-000 VOM19981106.0900.0420
VOM19981112.0900.2068 0.000e-000 VOM19981112.0900.2068
VOM19981114.0700.0953 0.000e-000 VOM19981114.0700.0953
VOM19981116.0700.1795 0.000e-000 VOM19981116.0700.1795
VOM19981122.0900.0613 0.000e-000 VOM19981122.0900.0613
VOM19981122.0900.1908 0.000e-000 VOM19981122.0900.1908
VOM19981122.0900.3393 0.000e-000 VOM19981122.0900.3393
VOM19981123.0900.0417 0.000e-000 VOM19981123.0900.0417
VOM19981123.0900.0757 0.000e-000 VOM19981123.0900.0757
VOM19981124.0700.0925 0.000e-000 VOM19981124.0700.0925
VOM19981124.0900.1089 0.000e-000 VOM19981124.0900.1089
VOM19981125.0700.0127 0.000e-000 VOM19981125.0700.0127
VOM19981125.0700.0721 0.000e-000 VOM19981125.0700.0721
VOM19981125.0900.0103 0.000e-000 VOM19981125.0900.0103
VOM19981125.0900.0411 0.000e-000 VOM19981125.0900.0411
VOM19981125.0900.0655 0.000e-000 VOM19981125.0900.0655
VOM19981125.0900.0932 0.000e-000 VOM19981125.0900.0932
VOM19981125.0900.1772 0.000e-000 VOM19981125.0900.1772
VOM19981125.0900.3360 0.000e-000 VOM19981125.0900.3360
VOM19981126.0700.0111 0.000e-000 VOM19981126.0700.0111
VOM19981126.0700.0668 0.000e-000 VOM19981126.0700.0668
VOM19981126.0900.0116 0.000e-000 VOM19981126.0900.0116
VOM19981126.0900.0417 0.000e-000 VOM19981126.0900.0417
VOM19981126.0900.0539 0.000e-000 VOM19981126.0900.0539
VOM19981126.0900.0877 0.000e-000 VOM19981126.0900.0877
VOM19981126.0900.1144 0.000e-000 VOM19981126.0900.1144
VOM19981126.0900.1929 0.000e-000 VOM19981126.0900.1929
VOM19981126.0900.3295 0.000e-000 VOM19981126.0900.3295
VOM19981127.0700.0114 0.000e-000 VOM19981127.0700.0114
VOM19981129.0700.0067 0.000e-000 VOM19981129.0700.0067
VOM19981129.0700.0362 0.000e-000 VOM19981129.0700.0362
VOM19981129.0700.0810 0.000e-000 VOM19981129.0700.0810
VOM19981129.0700.1255 0.000e-000 VOM19981129.0700.1255
VOM19981129.0700.1454 0.000e-000 VOM19981129.0700.1454
VOM19981130.0700.0660 0.000e-000 VOM19981130.0700.0660
VOM19981130.0700.0829 0.000e-000 VOM19981130.0700.0829
VOM19981130.0900.0413 0.000e-000 VOM19981130.0900.0413
VOM19981201.0900.0149 0.000e-000 VOM19981201.0900.0149
VOM19981201.0900.2089 0.000e-000 VOM19981201.0900.2089
VOM19981201.0900.2193 0.000e-000 VOM19981201.0900.2193
VOM19981222.0900.2322 0.000e-000 VOM19981222.0900.2322
VOM19981228.0700.0920 0.000e-000 VOM19981228.0700.0920

Query  31 30042.query   8
SyllableNo=5 SyllableCanNo=5 Avg=1.00
VOM19981203.0700.0550 0.000e-000 VOM19981203.0700.0550
VOM19981208.0900.0198 0.000e-000 VOM19981208.0900.0198
VOM19981208.0900.1998 0.000e-000 VOM19981208.0900.1998
VOM19981215.0900.0236 0.000e-000 VOM19981215.0900.0236
VOM19981215.0900.1688 0.000e-000 VOM19981215.0900.1688
VOM19981215.0900.3440 0.000e-000 VOM19981215.0900.3440
VOM19981216.0700.0399 0.000e-000 VOM19981216.0700.0399
VOM19981222.0700.0499 0.000e-000 VOM19981222.0700.0499

Query  32 30043.query   7
SyllableNo=5 SyllableCanNo=5 Avg=1.00
VOM19981001.0800.0273 0.000e-000 VOM19981001.0800.0273
VOM19981002.1000.0308 0.000e-000 VOM19981002.1000.0308
VOM19981130.0700.0330 0.000e-000 VOM19981130.0700.0330
VOM19981130.0700.1149 0.000e-000 VOM19981130.0700.1149
VOM19981213.0900.0351 0.000e-000 VOM19981213.0900.0351
VOM19981213.0900.1712 0.000e-000 VOM19981213.0900.1712
VOM19981222.0700.0376 0.000e-000 VOM19981222.0700.0376

Query  33 30044.query  25
SyllableNo=5 SyllableCanNo=5 Avg=1.00
VOM19981105.0700.0655 0.000e-000 VOM19981105.0700.0655
VOM19981115.0700.0325 0.000e-000 VOM19981115.0700.0325
VOM19981118.0900.0363 0.000e-000 VOM19981118.0900.0363
VOM19981118.0900.3384 0.000e-000 VOM19981118.0900.3384
VOM19981120.0900.0368 0.000e-000 VOM19981120.0900.0368
VOM19981120.0900.2041 0.000e-000 VOM19981120.0900.2041
VOM19981120.0900.3475 0.000e-000 VOM19981120.0900.3475
VOM19981121.0700.0184 0.000e-000 VOM19981121.0700.0184
VOM19981121.0900.0186 0.000e-000 VOM19981121.0900.0186
VOM19981121.0900.1913 0.000e-000 VOM19981121.0900.1913
VOM19981121.0900.3488 0.000e-000 VOM19981121.0900.3488
VOM19981123.0700.0328 0.000e-000 VOM19981123.0700.0328
VOM19981124.0900.0295 0.000e-000 VOM19981124.0900.0295
VOM19981124.0900.2028 0.000e-000 VOM19981124.0900.2028
VOM19981125.0700.0258 0.000e-000 VOM19981125.0700.0258
VOM19981125.0900.0247 0.000e-000 VOM19981125.0900.0247
VOM19981125.0900.3435 0.000e-000 VOM19981125.0900.3435
VOM19981127.0700.0307 0.000e-000 VOM19981127.0700.0307
VOM19981129.0700.0173 0.000e-000 VOM19981129.0700.0173
VOM19981130.0900.3437 0.000e-000 VOM19981130.0900.3437
VOM19981202.0900.1895 0.000e-000 VOM19981202.0900.1895
VOM19981214.0700.0481 0.000e-000 VOM19981214.0700.0481
VOM19981214.0900.1909 0.000e-000 VOM19981214.0900.1909
VOM19981216.0900.3459 0.000e-000 VOM19981216.0900.3459
VOM19981224.0900.3487 0.000e-000 VOM19981224.0900.3487

Query  34 30045.query   5
SyllableNo=5 SyllableCanNo=5 Avg=1.00
VOM19981126.0900.2186 0.000e-000 VOM19981126.0900.2186
VOM19981201.0700.0466 0.000e-000 VOM19981201.0700.0466
VOM19981201.0900.1768 0.000e-000 VOM19981201.0900.1768
VOM19981201.0900.3292 0.000e-000 VOM19981201.0900.3292
VOM19981202.0700.0126 0.000e-000 VOM19981202.0700.0126

Query  35 30046.query  12
SyllableNo=5 SyllableCanNo=5 Avg=1.00
VOM19981218.0700.0344 0.000e-000 VOM19981218.0700.0344
VOM19981218.0700.0936 0.000e-000 VOM19981218.0700.0936
VOM19981218.0900.0122 0.000e-000 VOM19981218.0900.0122
VOM19981218.0900.2011 0.000e-000 VOM19981218.0900.2011
VOM19981218.0900.3336 0.000e-000 VOM19981218.0900.3336
VOM19981220.0700.0409 0.000e-000 VOM19981220.0700.0409
VOM19981220.0700.0991 0.000e-000 VOM19981220.0700.0991
VOM19981220.0900.0112 0.000e-000 VOM19981220.0900.0112
VOM19981222.0700.1179 0.000e-000 VOM19981222.0700.1179
VOM19981222.0700.1330 0.000e-000 VOM19981222.0700.1330
VOM19981222.0700.2131 0.000e-000 VOM19981222.0700.2131
VOM19981225.0700.2524 0.000e-000 VOM19981225.0700.2524

Query  36 30047.query   8
SyllableNo=5 SyllableCanNo=5 Avg=1.00
VOM19981120.0700.0144 0.000e-000 VOM19981120.0700.0144
VOM19981120.0900.0152 0.000e-000 VOM19981120.0900.0152
VOM19981120.0900.1889 0.000e-000 VOM19981120.0900.1889
VOM19981120.0900.3356 0.000e-000 VOM19981120.0900.3356
VOM19981121.0900.0285 0.000e-000 VOM19981121.0900.0285
VOM19981121.0900.1545 0.000e-000 VOM19981121.0900.1545
VOM19981121.0900.2010 0.000e-000 VOM19981121.0900.2010
VOM19981130.0700.2155 0.000e-000 VOM19981130.0700.2155

Query  37 30048.query   3
SyllableNo=5 SyllableCanNo=5 Avg=1.00
VOM19981031.0900.1967 0.000e-000 VOM19981031.0900.1967
VOM19981101.0700.1893 0.000e-000 VOM19981101.0700.1893
VOM19981112.0900.1515 0.000e-000 VOM19981112.0900.1515

Query  38 30049.query  60
SyllableNo=5 SyllableCanNo=5 Avg=1.00
VOM19981031.0700.0297 0.000e-000 VOM19981031.0700.0297
VOM19981111.0700.0224 0.000e-000 VOM19981111.0700.0224
VOM19981112.0700.0546 0.000e-000 VOM19981112.0700.0546
VOM19981112.0900.0170 0.000e-000 VOM19981112.0900.0170
VOM19981112.0900.1809 0.000e-000 VOM19981112.0900.1809
VOM19981112.0900.3353 0.000e-000 VOM19981112.0900.3353
VOM19981113.0900.2057 0.000e-000 VOM19981113.0900.2057
VOM19981113.0900.3413 0.000e-000 VOM19981113.0900.3413
VOM19981114.0900.0736 0.000e-000 VOM19981114.0900.0736
VOM19981116.0700.0579 0.000e-000 VOM19981116.0700.0579
VOM19981116.0900.3367 0.000e-000 VOM19981116.0900.3367
VOM19981118.0700.0399 0.000e-000 VOM19981118.0700.0399
VOM19981118.0900.0163 0.000e-000 VOM19981118.0900.0163
VOM19981118.0900.1793 0.000e-000 VOM19981118.0900.1793
VOM19981118.0900.3362 0.000e-000 VOM19981118.0900.3362
VOM19981119.0700.0107 0.000e-000 VOM19981119.0700.0107
VOM19981119.0700.0167 0.000e-000 VOM19981119.0700.0167
VOM19981119.0700.1206 0.000e-000 VOM19981119.0700.1206
VOM19981119.0700.1483 0.000e-000 VOM19981119.0700.1483
VOM19981120.0700.0283 0.000e-000 VOM19981120.0700.0283
VOM19981120.0900.0256 0.000e-000 VOM19981120.0900.0256
VOM19981121.0700.0055 0.000e-000 VOM19981121.0700.0055
VOM19981121.0900.0057 0.000e-000 VOM19981121.0900.0057
VOM19981121.0900.0376 0.000e-000 VOM19981121.0900.0376
VOM19981121.0900.0954 0.000e-000 VOM19981121.0900.0954
VOM19981121.0900.1456 0.000e-000 VOM19981121.0900.1456
VOM19981121.0900.1690 0.000e-000 VOM19981121.0900.1690
VOM19981121.0900.1787 0.000e-000 VOM19981121.0900.1787
VOM19981121.0900.3286 0.000e-000 VOM19981121.0900.3286
VOM19981122.0700.0090 0.000e-000 VOM19981122.0700.0090
VOM19981122.0700.0375 0.000e-000 VOM19981122.0700.0375
VOM19981122.0900.0093 0.000e-000 VOM19981122.0900.0093
VOM19981122.0900.0361 0.000e-000 VOM19981122.0900.0361
VOM19981122.0900.1872 0.000e-000 VOM19981122.0900.1872
VOM19981123.0700.0155 0.000e-000 VOM19981123.0700.0155
VOM19981123.0900.0150 0.000e-000 VOM19981123.0900.0150
VOM19981123.0900.1865 0.000e-000 VOM19981123.0900.1865
VOM19981123.0900.2118 0.000e-000 VOM19981123.0900.2118
VOM19981123.0900.3363 0.000e-000 VOM19981123.0900.3363
VOM19981124.0700.0253 0.000e-000 VOM19981124.0700.0253
VOM19981124.0700.2016 0.000e-000 VOM19981124.0700.2016
VOM19981126.0700.0289 0.000e-000 VOM19981126.0700.0289
VOM19981126.0900.0244 0.000e-000 VOM19981126.0900.0244
VOM19981126.0900.2057 0.000e-000 VOM19981126.0900.2057
VOM19981126.0900.3375 0.000e-000 VOM19981126.0900.3375
VOM19981130.0900.0375 0.000e-000 VOM19981130.0900.0375
VOM19981130.0900.2203 0.000e-000 VOM19981130.0900.2203
VOM19981203.0900.0163 0.000e-000 VOM19981203.0900.0163
VOM19981203.0900.1592 0.000e-000 VOM19981203.0900.1592
VOM19981203.0900.3330 0.000e-000 VOM19981203.0900.3330
VOM19981204.0900.2602 0.000e-000 VOM19981204.0900.2602
VOM19981204.0900.3361 0.000e-000 VOM19981204.0900.3361
VOM19981208.0700.0259 0.000e-000 VOM19981208.0700.0259
VOM19981208.0900.0372 0.000e-000 VOM19981208.0900.0372
VOM19981208.0900.2037 0.000e-000 VOM19981208.0900.2037
VOM19981211.0700.0206 0.000e-000 VOM19981211.0700.0206
